MoleculeListName,Molecule,MolecularFormula,PrecursorMz,PrecursorAdduct,PrecursorCharge,ProductName,ProductMz,ProductCharge,ExplicitRetentionTime,ExplicitRetentionTimeWindow,TransitionNote
Lc_136_195,Lc_136_195_K145_K188_K190,C302H464N80O107S,1160.224722,[M+6H],6,b018_b050_z004_m00,865.661591593691,4,44.72,0.710000000000001,C142H235N39O61S0
Lc_136_195,Lc_136_195_K145_K188_K190,C302H464N80O107S,1160.224722,[M+6H],6,b018_b050_z004_m01,865.912323251422,4,44.72,0.710000000000001,C142H235N39O61S0
Lc_136_195,Lc_136_195_K145_K188_K190,C302H464N80O107S,1160.224722,[M+6H],6,b018_b050_z004_m02,866.16300939211,4,44.72,0.710000000000001,C142H235N39O61S0
Lc_136_195,Lc_136_195_K145_K188_K190,C302H464N80O107S,1160.224722,[M+6H],6,b018_b050_z004_m03,866.413657292234,4,44.72,0.710000000000001,C142H235N39O61S0
Lc_136_195,Lc_136_195_K145_K188_K190,C302H464N80O107S,1160.224722,[M+6H],6,b018_b050_z004_m04,866.664284539347,4,44.72,0.710000000000001,C142H235N39O61S0
Lc_136_195,Lc_136_195_K145_K188_K190,C302H464N80O107S,1160.224722,[M+6H],6,b018_b050_z005_m00,692.730728565391,5,44.72,0.710000000000001,C142H236N39O61S0
Lc_136_195,Lc_136_195_K145_K188_K190,C302H464N80O107S,1160.224722,[M+6H],6,b018_b050_z005_m01,692.931313922658,5,44.72,0.710000000000001,C142H236N39O61S0
Lc_136_195,Lc_136_195_K145_K188_K190,C302H464N80O107S,1160.224722,[M+6H],6,b018_b050_z005_m02,693.1318628619,5,44.72,0.710000000000001,C142H236N39O61S0
Lc_136_195,Lc_136_195_K145_K188_K190,C302H464N80O107S,1160.224722,[M+6H],6,b018_b050_z005_m03,693.332381207849,5,44.72,0.710000000000001,C142H236N39O61S0
Lc_136_195,Lc_136_195_K145_K188_K190,C302H464N80O107S,1160.224722,[M+6H],6,b018_b050_z005_m04,693.532883022267,5,44.72,0.710000000000001,C142H236N39O61S0
Lc_136_195,Lc_136_195_K145_K188_K190,C302H464N80O107S,1160.224722,[M+6H],6,b018_b050_z006_m00,577.443486546524,6,44.72,0.710000000000001,C142H237N39O61S0
Lc_136_195,Lc_136_195_K145_K188_K190,C302H464N80O107S,1160.224722,[M+6H],6,b018_b050_z006_m01,577.610641036813,6,44.72,0.710000000000001,C142H237N39O61S0
Lc_136_195,Lc_136_195_K145_K188_K190,C302H464N80O107S,1160.224722,[M+6H],6,b018_b050_z006_m02,577.777765175093,6,44.72,0.710000000000001,C142H237N39O61S0
Lc_136_195,Lc_136_195_K145_K188_K190,C302H464N80O107S,1160.224722,[M+6H],6,b018_b050_z006_m03,577.944863818266,6,44.72,0.710000000000001,C142H237N39O61S0
Lc_136_195,Lc_136_195_K145_K188_K190,C302H464N80O107S,1160.224722,[M+6H],6,b018_b050_z006_m04,578.111948677553,6,44.72,0.710000000000001,C142H237N39O61S0
